symbol,fold,param_adx_rising_bars,param_adx_min,param_z_entry_min,param_z_entry_max,param_sl_mult,param_max_hold_bars,oos_n,oos_sharpe,oos_total_pnl,oos_mdd
HYPE/USDC:USDC,0,4,28.0,1.2,2.5,1.5,6,23,1.181,0.512,0.72
HYPE/USDC:USDC,0,4,28.0,1.2,2.5,1.5,8,23,-11.655,-5.3695,1.29
HYPE/USDC:USDC,0,4,28.0,1.2,2.5,2.0,4,28,4.086,1.8385,1.33
HYPE/USDC:USDC,0,4,28.0,1.2,2.5,2.0,6,25,1.741,0.8646,0.96
HYPE/USDC:USDC,0,4,28.0,1.2,2.5,2.0,8,22,-23.077,-11.3524,2.35
HYPE/USDC:USDC,0,4,28.0,1.2,3.0,1.0,4,32,-17.155,-7.6906,2.47
HYPE/USDC:USDC,0,4,28.0,1.2,3.0,1.0,6,29,-26.556,-11.6332,2.81
HYPE/USDC:USDC,0,4,28.0,1.2,3.0,1.0,8,29,-28.544,-12.8653,3.0
HYPE/USDC:USDC,0,4,28.0,1.2,3.0,1.5,4,32,-20.016,-11.2967,2.9
HYPE/USDC:USDC,0,4,28.0,1.2,3.0,1.5,6,25,1.679,0.8354,1.26
HYPE/USDC:USDC,0,4,28.0,1.2,3.0,1.5,8,25,-13.041,-7.0758,2.06
HYPE/USDC:USDC,0,4,28.0,1.2,3.0,2.0,4,32,-15.509,-9.6567,2.84
HYPE/USDC:USDC,0,4,28.0,1.2,3.0,2.0,6,27,-1.326,-0.7913,1.91
HYPE/USDC:USDC,0,4,28.0,1.2,3.0,2.0,8,24,-22.776,-12.9253,3.0
HYPE/USDC:USDC,0,4,28.0,1.5,2.0,1.0,4,17,0.742,0.1836,0.85
HYPE/USDC:USDC,0,4,28.0,1.5,2.0,1.0,6,16,-18.569,-4.2659,1.33
HYPE/USDC:USDC,0,4,28.0,1.5,2.0,1.0,8,15,-27.336,-6.3081,1.85
HYPE/USDC:USDC,0,4,28.0,1.5,2.0,1.5,4,17,16.066,3.8974,0.59
HYPE/USDC:USDC,0,4,28.0,1.5,2.0,1.5,6,15,-12.065,-3.4762,1.26
HYPE/USDC:USDC,0,4,28.0,1.5,2.0,1.5,8,14,-8.729,-2.3865,1.38
HYPE/USDC:USDC,0,4,28.0,1.5,2.0,2.0,4,18,19.183,4.6156,0.68
HYPE/USDC:USDC,0,4,28.0,1.5,2.0,2.0,6,15,-11.43,-3.6041,1.64
HYPE/USDC:USDC,0,4,28.0,1.5,2.0,2.0,8,14,-12.248,-3.5142,1.76
HYPE/USDC:USDC,0,4,28.0,1.5,2.5,1.0,4,24,18.629,6.0559,0.81
HYPE/USDC:USDC,0,4,28.0,1.5,2.5,1.0,6,23,1.325,0.4948,1.18
HYPE/USDC:USDC,0,4,28.0,1.5,2.5,1.0,8,23,-16.471,-5.7012,1.75
HYPE/USDC:USDC,0,4,28.0,1.5,2.5,1.5,4,23,16.488,5.6112,1.07
HYPE/USDC:USDC,0,4,28.0,1.5,2.5,1.5,6,21,3.46,1.378,0.72
HYPE/USDC:USDC,0,4,28.0,1.5,2.5,1.5,8,20,-25.606,-8.6824,1.77
HYPE/USDC:USDC,0,4,28.0,1.5,2.5,2.0,4,24,15.876,5.9832,1.09
HYPE/USDC:USDC,0,4,28.0,1.5,2.5,2.0,6,21,-2.639,-1.1452,0.98
HYPE/USDC:USDC,0,4,28.0,1.5,2.5,2.0,8,20,-28.666,-11.4598,2.24
HYPE/USDC:USDC,0,4,28.0,1.5,3.0,1.0,4,28,-8.983,-3.6976,1.83
HYPE/USDC:USDC,0,4,28.0,1.5,3.0,1.0,6,26,-13.109,-5.7464,2.21
HYPE/USDC:USDC,0,4,28.0,1.5,3.0,1.0,8,26,-17.752,-7.7036,2.53
HYPE/USDC:USDC,0,4,28.0,1.5,3.0,1.5,4,28,-11.014,-5.6242,2.04
HYPE/USDC:USDC,0,4,28.0,1.5,3.0,1.5,6,23,3.68,1.7014,1.27
HYPE/USDC:USDC,0,4,28.0,1.5,3.0,1.5,8,22,-24.382,-10.3887,2.56
HYPE/USDC:USDC,0,4,28.0,1.5,3.0,2.0,4,29,-12.867,-7.4283,2.38
HYPE/USDC:USDC,0,4,28.0,1.5,3.0,2.0,6,23,-5.276,-2.8012,1.93
HYPE/USDC:USDC,0,4,28.0,1.5,3.0,2.0,8,22,-27.241,-13.0327,2.95
HYPE/USDC:USDC,1,2,22.0,0.8,2.0,1.0,4,33,10.539,5.0889,0.86
HYPE/USDC:USDC,1,2,22.0,0.8,2.0,1.0,6,31,22.618,15.1484,0.7
HYPE/USDC:USDC,1,2,22.0,0.8,2.0,1.0,8,29,19.703,16.8247,0.73
HYPE/USDC:USDC,1,2,22.0,0.8,2.0,1.5,4,33,15.121,7.9481,0.8
HYPE/USDC:USDC,1,2,22.0,0.8,2.0,1.5,6,31,19.448,13.8006,1.06
HYPE/USDC:USDC,1,2,22.0,0.8,2.0,1.5,8,27,23.427,20.0667,1.26
HYPE/USDC:USDC,1,2,22.0,0.8,2.0,2.0,4,33,31.82,14.0724,0.55
HYPE/USDC:USDC,1,2,22.0,0.8,2.0,2.0,6,30,19.908,13.5561,0.74
HYPE/USDC:USDC,1,2,22.0,0.8,2.0,2.0,8,27,26.7,22.0177,1.03
HYPE/USDC:USDC,1,2,22.0,0.8,2.5,1.0,4,39,19.719,13.8403,0.79
HYPE/USDC:USDC,1,2,22.0,0.8,2.5,1.0,6,36,17.115,12.3835,1.18
HYPE/USDC:USDC,1,2,22.0,0.8,2.5,1.0,8,34,10.137,7.5822,1.19
HYPE/USDC:USDC,1,2,22.0,0.8,2.5,1.5,4,38,12.304,9.0189,1.02
HYPE/USDC:USDC,1,2,22.0,0.8,2.5,1.5,6,33,26.514,17.7157,1.05
HYPE/USDC:USDC,1,2,22.0,0.8,2.5,1.5,8,30,16.784,12.4875,1.44
HYPE/USDC:USDC,1,2,22.0,0.8,2.5,2.0,4,38,27.819,18.9344,0.58
HYPE/USDC:USDC,1,2,22.0,0.8,2.5,2.0,6,31,19.92,13.4929,1.17
HYPE/USDC:USDC,1,2,22.0,0.8,2.5,2.0,8,30,35.464,22.9926,0.86
HYPE/USDC:USDC,1,2,22.0,0.8,3.0,1.0,4,41,20.537,14.3991,0.77
HYPE/USDC:USDC,1,2,22.0,0.8,3.0,1.0,6,35,12.426,8.4413,1.19
HYPE/USDC:USDC,1,2,22.0,0.8,3.0,1.0,8,34,11.22,8.4093,1.19
HYPE/USDC:USDC,1,2,22.0,0.8,3.0,1.5,4,40,13.773,10.1919,1.02
HYPE/USDC:USDC,1,2,22.0,0.8,3.0,1.5,6,33,22.311,13.6778,1.06
HYPE/USDC:USDC,1,2,22.0,0.8,3.0,1.5,8,30,27.017,19.2938,1.42
HYPE/USDC:USDC,1,2,22.0,0.8,3.0,2.0,4,40,22.583,15.5856,0.58
HYPE/USDC:USDC,1,2,22.0,0.8,3.0,2.0,6,32,23.863,14.9904,1.08
HYPE/USDC:USDC,1,2,22.0,0.8,3.0,2.0,8,30,37.286,23.7492,0.86
HYPE/USDC:USDC,1,2,22.0,1.0,2.0,1.0,4,32,10.2,4.8423,0.86
HYPE/USDC:USDC,1,2,22.0,1.0,2.0,1.0,6,30,22.131,14.5808,0.7
HYPE/USDC:USDC,1,2,22.0,1.0,2.0,1.0,8,28,17.53,14.6174,0.74
HYPE/USDC:USDC,1,2,22.0,1.0,2.0,1.5,4,31,15.79,7.828,0.77
HYPE/USDC:USDC,1,2,22.0,1.0,2.0,1.5,6,30,22.085,15.0481,0.76
HYPE/USDC:USDC,1,2,22.0,1.0,2.0,1.5,8,26,25.158,20.6379,0.86
HYPE/USDC:USDC,1,2,22.0,1.0,2.0,2.0,4,32,31.632,13.7736,0.55
HYPE/USDC:USDC,1,2,22.0,1.0,2.0,2.0,6,29,19.401,12.9886,0.74
HYPE/USDC:USDC,1,2,22.0,1.0,2.0,2.0,8,26,24.593,19.8103,1.03
HYPE/USDC:USDC,1,2,22.0,1.0,2.5,1.0,4,38,19.638,13.5936,0.81
HYPE/USDC:USDC,1,2,22.0,1.0,2.5,1.0,6,35,16.566,11.816,1.19
HYPE/USDC:USDC,1,2,22.0,1.0,2.5,1.0,8,33,7.399,5.3748,1.47
HYPE/USDC:USDC,1,2,22.0,1.0,2.5,1.5,4,36,12.673,8.8988,1.02
HYPE/USDC:USDC,1,2,22.0,1.0,2.5,1.5,6,32,29.719,18.9631,0.76
HYPE/USDC:USDC,1,2,22.0,1.0,2.5,1.5,8,29,18.463,13.0587,1.32
HYPE/USDC:USDC,1,2,22.0,1.0,2.5,2.0,4,37,27.753,18.6356,0.58
HYPE/USDC:USDC,1,2,22.0,1.0,2.5,2.0,6,30,19.399,12.9253,1.18
HYPE/USDC:USDC,1,2,22.0,1.0,2.5,2.0,8,29,32.896,20.7853,0.86
HYPE/USDC:USDC,1,2,22.0,1.0,3.0,1.0,4,40,20.455,14.1524,0.76
HYPE/USDC:USDC,1,2,22.0,1.0,3.0,1.0,6,34,11.765,7.8737,1.19
HYPE/USDC:USDC,1,2,22.0,1.0,3.0,1.0,8,33,8.517,6.202,1.55
HYPE/USDC:USDC,1,2,22.0,1.0,3.0,1.5,4,38,14.197,10.0718,1.02
HYPE/USDC:USDC,1,2,22.0,1.0,3.0,1.5,6,32,25.586,14.9253,0.76
HYPE/USDC:USDC,1,2,22.0,1.0,3.0,1.5,8,29,29.404,19.865,1.3
HYPE/USDC:USDC,1,2,22.0,1.0,3.0,2.0,4,39,22.433,15.2868,0.59
HYPE/USDC:USDC,1,2,22.0,1.0,3.0,2.0,6,31,23.328,14.4228,1.08
HYPE/USDC:USDC,1,2,22.0,1.0,3.0,2.0,8,29,34.704,21.5419,0.86
HYPE/USDC:USDC,1,2,22.0,1.2,2.0,1.0,4,31,21.087,9.7982,0.63
HYPE/USDC:USDC,1,2,22.0,1.2,2.0,1.0,6,30,33.19,21.923,0.54
HYPE/USDC:USDC,1,2,22.0,1.2,2.0,1.0,8,28,22.819,19.2264,0.73
HYPE/USDC:USDC,1,2,22.0,1.2,2.0,1.5,4,30,19.467,9.6189,0.77
HYPE/USDC:USDC,1,2,22.0,1.2,2.0,1.5,6,30,26.819,18.7056,0.59
HYPE/USDC:USDC,1,2,22.0,1.2,2.0,1.5,8,26,27.04,22.3718,0.86
HYPE/USDC:USDC,1,2,22.0,1.2,2.0,2.0,4,31,35.951,15.5646,0.49
HYPE/USDC:USDC,1,2,22.0,1.2,2.0,2.0,6,29,24.258,16.6461,0.74
HYPE/USDC:USDC,1,2,22.0,1.2,2.0,2.0,8,26,26.504,21.5442,1.03
HYPE/USDC:USDC,1,2,22.0,1.2,2.5,1.0,4,38,28.61,19.58,0.79
HYPE/USDC:USDC,1,2,22.0,1.2,2.5,1.0,6,35,26.54,19.1581,0.79
HYPE/USDC:USDC,1,2,22.0,1.2,2.5,1.0,8,33,17.153,12.7038,0.98
HYPE/USDC:USDC,1,2,22.0,1.2,2.5,1.5,4,36,16.527,11.7202,1.01
HYPE/USDC:USDC,1,2,22.0,1.2,2.5,1.5,6,32,34.557,22.6207,0.59
HYPE/USDC:USDC,1,2,22.0,1.2,2.5,1.5,8,29,20.57,14.7926,1.31
HYPE/USDC:USDC,1,2,22.0,1.2,2.5,2.0,4,37,31.813,21.457,0.58
HYPE/USDC:USDC,1,2,22.0,1.2,2.5,2.0,6,30,24.243,16.5829,1.17
HYPE/USDC:USDC,1,2,22.0,1.2,2.5,2.0,8,29,35.038,22.5191,0.86
HYPE/USDC:USDC,1,2,22.0,1.2,3.0,1.0,4,40,29.445,20.1388,0.53
HYPE/USDC:USDC,1,2,22.0,1.2,3.0,1.0,6,34,22.296,15.2159,0.83
HYPE/USDC:USDC,1,2,22.0,1.2,3.0,1.0,8,33,18.25,13.5309,1.07
HYPE/USDC:USDC,1,2,22.0,1.2,3.0,1.5,4,38,17.996,12.8932,1.01
HYPE/USDC:USDC,1,2,22.0,1.2,3.0,1.5,6,32,30.759,18.5828,0.59
HYPE/USDC:USDC,1,2,22.0,1.2,3.0,1.5,8,29,31.485,21.5989,1.3
HYPE/USDC:USDC,1,2,22.0,1.2,3.0,2.0,4,39,26.372,18.1082,0.58
HYPE/USDC:USDC,1,2,22.0,1.2,3.0,2.0,6,31,28.37,18.0803,1.08
HYPE/USDC:USDC,1,2,22.0,1.2,3.0,2.0,8,29,36.855,23.2757,0.86
HYPE/USDC:USDC,1,2,22.0,1.5,2.0,1.0,4,23,17.542,6.2225,0.84
HYPE/USDC:USDC,1,2,22.0,1.5,2.0,1.0,6,21,32.499,15.3217,0.67
HYPE/USDC:USDC,1,2,22.0,1.5,2.0,1.0,8,20,21.956,14.5224,0.91
HYPE/USDC:USDC,1,2,22.0,1.5,2.0,1.5,4,23,23.127,8.721,0.85
HYPE/USDC:USDC,1,2,22.0,1.5,2.0,1.5,6,21,30.914,14.9177,0.94
HYPE/USDC:USDC,1,2,22.0,1.5,2.0,1.5,8,20,20.734,14.4487,1.41
HYPE/USDC:USDC,1,2,22.0,1.5,2.0,2.0,4,23,34.236,11.4949,0.52
HYPE/USDC:USDC,1,2,22.0,1.5,2.0,2.0,6,21,32.383,15.8572,0.79
HYPE/USDC:USDC,1,2,22.0,1.5,2.0,2.0,8,20,21.954,14.8363,1.23
HYPE/USDC:USDC,1,2,22.0,1.5,2.5,1.0,4,31,26.63,15.5078,0.65
HYPE/USDC:USDC,1,2,22.0,1.5,2.5,1.0,6,29,37.521,21.3736,0.52
HYPE/USDC:USDC,1,2,22.0,1.5,2.5,1.0,8,27,15.997,9.6077,1.14
HYPE/USDC:USDC,1,2,22.0,1.5,2.5,1.5,4,29,19.871,11.6669,1.35
HYPE/USDC:USDC,1,2,22.0,1.5,2.5,1.5,6,27,34.06,19.2332,0.76
HYPE/USDC:USDC,1,2,22.0,1.5,2.5,1.5,8,25,14.535,9.4174,1.66
HYPE/USDC:USDC,1,2,22.0,1.5,2.5,2.0,4,30,32.625,18.8306,0.88
HYPE/USDC:USDC,1,2,22.0,1.5,2.5,2.0,6,25,32.575,18.2975,1.58
HYPE/USDC:USDC,1,2,22.0,1.5,2.5,2.0,8,24,30.93,16.5395,1.28
HYPE/USDC:USDC,1,2,22.0,1.5,3.0,1.0,4,33,27.327,15.9619,0.52
HYPE/USDC:USDC,1,2,22.0,1.5,3.0,1.0,6,29,27.976,15.577,0.83
HYPE/USDC:USDC,1,2,22.0,1.5,3.0,1.0,8,27,15.562,9.4614,1.14
HYPE/USDC:USDC,1,2,22.0,1.5,3.0,1.5,4,32,21.787,13.2815,1.35
HYPE/USDC:USDC,1,2,22.0,1.5,3.0,1.5,6,27,29.51,15.1954,0.76
HYPE/USDC:USDC,1,2,22.0,1.5,3.0,1.5,8,25,29.903,17.8921,1.64
HYPE/USDC:USDC,1,2,22.0,1.5,3.0,2.0,4,32,25.698,15.2724,0.84
HYPE/USDC:USDC,1,2,22.0,1.5,3.0,2.0,6,26,25.638,14.1562,1.5
HYPE/USDC:USDC,1,2,22.0,1.5,3.0,2.0,8,24,33.01,17.2962,1.28
HYPE/USDC:USDC,1,2,25.0,0.8,2.0,1.0,4,22,14.871,5.3446,1.03
HYPE/USDC:USDC,1,2,25.0,0.8,2.0,1.0,6,21,20.132,9.7365,0.54
HYPE/USDC:USDC,1,2,25.0,0.8,2.0,1.0,8,19,14.007,9.0905,1.08
HYPE/USDC:USDC,1,2,25.0,0.8,2.0,1.5,4,23,18.531,7.3748,1.23
HYPE/USDC:USDC,1,2,25.0,0.8,2.0,1.5,6,22,19.921,10.6853,0.84
HYPE/USDC:USDC,1,2,25.0,0.8,2.0,1.5,8,19,21.147,14.2791,1.31
HYPE/USDC:USDC,1,2,25.0,0.8,2.0,2.0,4,22,39.273,12.6026,0.8
HYPE/USDC:USDC,1,2,25.0,0.8,2.0,2.0,6,21,18.141,9.1919,0.74
HYPE/USDC:USDC,1,2,25.0,0.8,2.0,2.0,8,19,27.612,17.5923,1.03
HYPE/USDC:USDC,1,2,25.0,0.8,2.5,1.0,4,24,24.92,11.6306,0.93
HYPE/USDC:USDC,1,2,25.0,0.8,2.5,1.0,6,24,40.924,20.0544,0.57
HYPE/USDC:USDC,1,2,25.0,0.8,2.5,1.0,8,22,23.858,12.1631,1.13
HYPE/USDC:USDC,1,2,25.0,0.8,2.5,1.5,4,25,14.39,7.444,1.4
HYPE/USDC:USDC,1,2,25.0,0.8,2.5,1.5,6,24,38.756,20.3274,0.89
HYPE/USDC:USDC,1,2,25.0,0.8,2.5,1.5,8,21,21.558,11.7054,1.76
HYPE/USDC:USDC,1,2,25.0,0.8,2.5,2.0,4,24,31.162,14.4306,0.88
HYPE/USDC:USDC,1,2,25.0,0.8,2.5,2.0,6,22,30.257,15.4737,1.14
HYPE/USDC:USDC,1,2,25.0,0.8,2.5,2.0,8,21,44.752,20.3859,0.83
HYPE/USDC:USDC,1,2,25.0,0.8,3.0,1.0,4,26,16.133,7.4146,0.94
HYPE/USDC:USDC,1,2,25.0,0.8,3.0,1.0,6,24,33.047,14.893,0.57
HYPE/USDC:USDC,1,2,25.0,0.8,3.0,1.0,8,22,26.793,13.5459,1.13
HYPE/USDC:USDC,1,2,25.0,0.8,3.0,1.5,4,27,6.354,3.228,1.41
HYPE/USDC:USDC,1,2,25.0,0.8,3.0,1.5,6,24,31.063,15.166,0.9
HYPE/USDC:USDC,1,2,25.0,0.8,3.0,1.5,8,21,24.276,13.0882,1.76
HYPE/USDC:USDC,1,2,25.0,0.8,3.0,2.0,4,26,22.239,10.2145,0.89
HYPE/USDC:USDC,1,2,25.0,0.8,3.0,2.0,6,22,21.793,10.3123,1.14
HYPE/USDC:USDC,1,2,25.0,0.8,3.0,2.0,8,21,48.6,21.7687,0.83
HYPE/USDC:USDC,1,2,25.0,1.0,2.0,1.0,4,22,15.042,5.3968,1.02
HYPE/USDC:USDC,1,2,25.0,1.0,2.0,1.0,6,21,20.261,9.7887,0.54
HYPE/USDC:USDC,1,2,25.0,1.0,2.0,1.0,8,19,14.095,9.1426,1.08
HYPE/USDC:USDC,1,2,25.0,1.0,2.0,1.5,4,22,20.078,7.5534,1.2
HYPE/USDC:USDC,1,2,25.0,1.0,2.0,1.5,6,22,24.042,12.5003,0.59
HYPE/USDC:USDC,1,2,25.0,1.0,2.0,1.5,8,19,25.857,17.0576,0.86
HYPE/USDC:USDC,1,2,25.0,1.0,2.0,2.0,4,22,39.273,12.6026,0.8
HYPE/USDC:USDC,1,2,25.0,1.0,2.0,2.0,6,21,18.141,9.1919,0.74
HYPE/USDC:USDC,1,2,25.0,1.0,2.0,2.0,8,19,27.612,17.5923,1.03
HYPE/USDC:USDC,1,2,25.0,1.0,2.5,1.0,4,24,25.064,11.6828,0.92
HYPE/USDC:USDC,1,2,25.0,1.0,2.5,1.0,6,24,41.087,20.1065,0.56
HYPE/USDC:USDC,1,2,25.0,1.0,2.5,1.0,8,22,23.985,12.2153,1.12
HYPE/USDC:USDC,1,2,25.0,1.0,2.5,1.5,4,24,15.365,7.6227,1.37
HYPE/USDC:USDC,1,2,25.0,1.0,2.5,1.5,6,24,44.056,22.1424,0.6
HYPE/USDC:USDC,1,2,25.0,1.0,2.5,1.5,8,21,27.641,14.484,1.31
HYPE/USDC:USDC,1,2,25.0,1.0,2.5,2.0,4,24,31.162,14.4306,0.88
HYPE/USDC:USDC,1,2,25.0,1.0,2.5,2.0,6,22,30.257,15.4737,1.14
HYPE/USDC:USDC,1,2,25.0,1.0,2.5,2.0,8,21,44.752,20.3859,0.83
HYPE/USDC:USDC,1,2,25.0,1.0,3.0,1.0,4,26,16.267,7.4667,0.93
HYPE/USDC:USDC,1,2,25.0,1.0,3.0,1.0,6,24,33.212,14.9451,0.56
HYPE/USDC:USDC,1,2,25.0,1.0,3.0,1.0,8,22,26.925,13.598,1.12
HYPE/USDC:USDC,1,2,25.0,1.0,3.0,1.5,4,26,6.993,3.4066,1.38
HYPE/USDC:USDC,1,2,25.0,1.0,3.0,1.5,6,24,36.368,16.981,0.61
HYPE/USDC:USDC,1,2,25.0,1.0,3.0,1.5,8,21,30.56,15.8668,1.31
HYPE/USDC:USDC,1,2,25.0,1.0,3.0,2.0,4,26,22.239,10.2145,0.89
HYPE/USDC:USDC,1,2,25.0,1.0,3.0,2.0,6,22,21.793,10.3123,1.14
HYPE/USDC:USDC,1,2,25.0,1.0,3.0,2.0,8,21,48.6,21.7687,0.83
HYPE/USDC:USDC,1,2,25.0,1.2,2.0,1.0,4,22,34.819,11.7695,0.57
HYPE/USDC:USDC,1,2,25.0,1.2,2.0,1.0,6,21,40.655,19.1836,0.54
HYPE/USDC:USDC,1,2,25.0,1.2,2.0,1.0,8,18,25.563,15.9696,0.73
HYPE/USDC:USDC,1,2,25.0,1.2,2.0,1.5,4,22,31.553,11.3704,0.77
HYPE/USDC:USDC,1,2,25.0,1.2,2.0,1.5,6,22,36.428,18.8198,0.59
HYPE/USDC:USDC,1,2,25.0,1.2,2.0,1.5,8,18,29.688,18.8987,0.86
HYPE/USDC:USDC,1,2,25.0,1.2,2.0,2.0,4,22,50.713,15.6528,0.5
HYPE/USDC:USDC,1,2,25.0,1.2,2.0,2.0,6,21,27.395,14.2078,0.74
HYPE/USDC:USDC,1,2,25.0,1.2,2.0,2.0,8,18,27.165,17.0367,1.04
HYPE/USDC:USDC,1,2,25.0,1.2,2.5,1.0,4,24,44.94,19.729,0.29
HYPE/USDC:USDC,1,2,25.0,1.2,2.5,1.0,6,24,65.926,30.1926,0.47
HYPE/USDC:USDC,1,2,25.0,1.2,2.5,1.0,8,21,33.55,16.0478,0.9
HYPE/USDC:USDC,1,2,25.0,1.2,2.5,1.5,4,24,27.001,13.1132,1.0
HYPE/USDC:USDC,1,2,25.0,1.2,2.5,1.5,6,24,59.83,29.153,0.58
HYPE/USDC:USDC,1,2,25.0,1.2,2.5,1.5,8,20,34.18,16.9616,1.31
HYPE/USDC:USDC,1,2,25.0,1.2,2.5,2.0,4,24,42.291,19.1543,0.58
HYPE/USDC:USDC,1,2,25.0,1.2,2.5,2.0,6,22,40.832,21.1807,1.13
HYPE/USDC:USDC,1,2,25.0,1.2,2.5,2.0,8,20,46.155,20.4668,0.83
HYPE/USDC:USDC,1,2,25.0,1.2,3.0,1.0,4,26,35.198,15.5129,0.29
HYPE/USDC:USDC,1,2,25.0,1.2,3.0,1.0,6,24,58.253,25.0312,0.48
HYPE/USDC:USDC,1,2,25.0,1.2,3.0,1.0,8,21,36.887,17.4306,0.9
HYPE/USDC:USDC,1,2,25.0,1.2,3.0,1.5,4,26,18.45,8.8971,1.01
HYPE/USDC:USDC,1,2,25.0,1.2,3.0,1.5,6,24,52.217,23.9916,0.58
HYPE/USDC:USDC,1,2,25.0,1.2,3.0,1.5,8,20,37.409,18.3444,1.31
HYPE/USDC:USDC,1,2,25.0,1.2,3.0,2.0,4,26,32.84,14.9383,0.58
HYPE/USDC:USDC,1,2,25.0,1.2,3.0,2.0,6,22,32.825,16.0194,1.13
HYPE/USDC:USDC,1,2,25.0,1.2,3.0,2.0,8,20,50.161,21.8496,0.83
HYPE/USDC:USDC,1,2,25.0,1.5,2.0,1.0,4,17,34.79,8.3396,0.52
HYPE/USDC:USDC,1,2,25.0,1.5,2.0,1.0,6,15,38.591,13.0074,0.35
HYPE/USDC:USDC,1,2,25.0,1.5,2.0,1.0,8,14,21.408,11.0055,0.65
HYPE/USDC:USDC,1,2,25.0,1.5,2.0,1.5,4,17,41.065,10.1307,0.72
HYPE/USDC:USDC,1,2,25.0,1.5,2.0,1.5,6,15,39.222,13.2387,0.52
HYPE/USDC:USDC,1,2,25.0,1.5,2.0,1.5,8,14,23.799,12.6996,0.87
HYPE/USDC:USDC,1,2,25.0,1.5,2.0,2.0,4,17,54.608,11.7954,0.45
HYPE/USDC:USDC,1,2,25.0,1.5,2.0,2.0,6,15,34.466,12.1625,0.7
HYPE/USDC:USDC,1,2,25.0,1.5,2.0,2.0,8,14,20.683,10.8375,1.04
HYPE/USDC:USDC,1,2,25.0,1.5,2.5,1.0,4,22,58.627,22.0712,0.29
HYPE/USDC:USDC,1,2,25.0,1.5,2.5,1.0,6,21,82.082,30.4637,0.37
HYPE/USDC:USDC,1,2,25.0,1.5,2.5,1.0,8,18,19.539,7.7528,0.91
HYPE/USDC:USDC,1,2,25.0,1.5,2.5,1.5,4,22,39.636,16.8905,0.99
HYPE/USDC:USDC,1,2,25.0,1.5,2.5,1.5,6,20,72.243,27.3983,0.58
HYPE/USDC:USDC,1,2,25.0,1.5,2.5,1.5,8,18,28.638,12.2917,1.31
HYPE/USDC:USDC,1,2,25.0,1.5,2.5,2.0,4,22,49.608,20.3139,0.58
HYPE/USDC:USDC,1,2,25.0,1.5,2.5,2.0,6,19,54.061,22.9618,1.12
HYPE/USDC:USDC,1,2,25.0,1.5,2.5,2.0,8,18,38.885,15.2389,0.84
HYPE/USDC:USDC,1,2,25.0,1.5,3.0,1.0,4,24,46.667,17.8551,0.29
HYPE/USDC:USDC,1,2,25.0,1.5,3.0,1.0,6,21,72.991,25.3023,0.37
HYPE/USDC:USDC,1,2,25.0,1.5,3.0,1.0,8,18,23.235,9.1356,0.91
HYPE/USDC:USDC,1,2,25.0,1.5,3.0,1.5,4,24,29.644,12.6744,1.0
HYPE/USDC:USDC,1,2,25.0,1.5,3.0,1.5,6,20,62.885,22.2369,0.58
HYPE/USDC:USDC,1,2,25.0,1.5,3.0,1.5,8,18,32.238,13.6744,1.31
HYPE/USDC:USDC,1,2,25.0,1.5,3.0,2.0,4,24,38.789,16.0979,0.58
HYPE/USDC:USDC,1,2,25.0,1.5,3.0,2.0,6,19,44.67,17.8004,1.13
HYPE/USDC:USDC,1,2,25.0,1.5,3.0,2.0,8,18,43.154,16.6216,0.83
HYPE/USDC:USDC,1,2,28.0,0.8,2.0,1.0,4,14,13.508,2.7646,0.72
HYPE/USDC:USDC,1,2,28.0,0.8,2.0,1.0,6,12,21.587,6.358,0.38
HYPE/USDC:USDC,1,2,28.0,0.8,2.0,1.0,8,11,10.009,4.5148,1.41
HYPE/USDC:USDC,1,2,28.0,0.8,2.0,1.5,4,14,33.032,6.5667,0.57
HYPE/USDC:USDC,1,2,28.0,0.8,2.0,1.5,6,13,21.35,6.6306,0.53
HYPE/USDC:USDC,1,2,28.0,0.8,2.0,1.5,8,11,14.687,6.8581,1.03
HYPE/USDC:USDC,1,2,28.0,0.8,2.0,2.0,4,14,53.434,8.6192,0.24
HYPE/USDC:USDC,1,2,28.0,0.8,2.0,2.0,6,13,18.573,5.9421,0.64
HYPE/USDC:USDC,1,2,28.0,0.8,2.0,2.0,8,11,11.838,5.3838,1.27
HYPE/USDC:USDC,1,2,28.0,0.8,2.5,1.0,4,15,47.821,13.8368,0.44
HYPE/USDC:USDC,1,2,28.0,0.8,2.5,1.0,6,13,38.185,7.8636,0.4
HYPE/USDC:USDC,1,2,28.0,0.8,2.5,1.0,8,12,-3.18,-0.815,1.35
HYPE/USDC:USDC,1,2,28.0,0.8,2.5,1.5,4,15,34.461,11.0721,1.0
HYPE/USDC:USDC,1,2,28.0,0.8,2.5,1.5,6,14,37.036,8.3022,0.44
HYPE/USDC:USDC,1,2,28.0,0.8,2.5,1.5,8,12,-2.367,-0.6456,1.36
HYPE/USDC:USDC,1,2,28.0,0.8,2.5,2.0,4,15,49.479,14.8867,0.58
HYPE/USDC:USDC,1,2,28.0,0.8,2.5,2.0,6,13,16.603,4.2569,0.93
HYPE/USDC:USDC,1,2,28.0,0.8,2.5,2.0,8,12,11.191,2.6928,0.8
HYPE/USDC:USDC,1,2,28.0,0.8,3.0,1.0,4,16,35.226,10.3957,0.45
HYPE/USDC:USDC,1,2,28.0,0.8,3.0,1.0,6,14,29.801,6.5131,0.51
