symbol,fold,param_adx_rising_bars,param_adx_min,param_z_entry_min,param_z_entry_max,param_sl_mult,param_max_hold_bars,oos_n,oos_sharpe,oos_total_pnl,oos_mdd
FARTCOIN/USDC:USDC,0,2,25.0,1.2,2.5,1.5,8,29,-25.341,-27.1462,5.84
FARTCOIN/USDC:USDC,0,2,25.0,1.2,2.5,2.0,4,37,-8.942,-8.8802,2.33
FARTCOIN/USDC:USDC,0,2,25.0,1.2,2.5,2.0,6,32,-7.697,-8.2436,3.18
FARTCOIN/USDC:USDC,0,2,25.0,1.2,2.5,2.0,8,26,-15.553,-14.9811,4.36
FARTCOIN/USDC:USDC,0,2,25.0,1.2,3.0,1.0,4,40,-27.258,-25.3642,4.95
FARTCOIN/USDC:USDC,0,2,25.0,1.2,3.0,1.0,6,36,-30.234,-29.3577,6.06
FARTCOIN/USDC:USDC,0,2,25.0,1.2,3.0,1.0,8,33,-22.594,-22.7508,4.88
FARTCOIN/USDC:USDC,0,2,25.0,1.2,3.0,1.5,4,39,-8.498,-9.3527,3.67
FARTCOIN/USDC:USDC,0,2,25.0,1.2,3.0,1.5,6,33,-29.508,-31.6528,6.95
FARTCOIN/USDC:USDC,0,2,25.0,1.2,3.0,1.5,8,31,-29.713,-31.6314,6.36
FARTCOIN/USDC:USDC,0,2,25.0,1.2,3.0,2.0,4,42,8.049,9.2621,1.72
FARTCOIN/USDC:USDC,0,2,25.0,1.2,3.0,2.0,6,33,-10.071,-11.0701,3.55
FARTCOIN/USDC:USDC,0,2,25.0,1.2,3.0,2.0,8,29,-12.886,-13.5177,3.74
FARTCOIN/USDC:USDC,0,2,25.0,1.5,2.0,1.0,4,25,3.761,2.4546,1.32
FARTCOIN/USDC:USDC,0,2,25.0,1.5,2.0,1.0,6,23,-7.552,-5.1792,2.08
FARTCOIN/USDC:USDC,0,2,25.0,1.5,2.0,1.0,8,23,-10.554,-6.5392,2.13
FARTCOIN/USDC:USDC,0,2,25.0,1.5,2.0,1.5,4,22,-6.225,-4.2912,1.8
FARTCOIN/USDC:USDC,0,2,25.0,1.5,2.0,1.5,6,21,-8.645,-6.2092,2.41
FARTCOIN/USDC:USDC,0,2,25.0,1.5,2.0,1.5,8,21,-2.051,-1.3951,2.11
FARTCOIN/USDC:USDC,0,2,25.0,1.5,2.0,2.0,4,24,13.287,9.5585,1.75
FARTCOIN/USDC:USDC,0,2,25.0,1.5,2.0,2.0,6,20,24.343,15.9876,1.24
FARTCOIN/USDC:USDC,0,2,25.0,1.5,2.0,2.0,8,19,22.604,13.0427,1.24
FARTCOIN/USDC:USDC,0,2,25.0,1.5,2.5,1.0,4,36,-21.247,-17.1836,3.44
FARTCOIN/USDC:USDC,0,2,25.0,1.5,2.5,1.0,6,32,-5.518,-5.4585,3.04
FARTCOIN/USDC:USDC,0,2,25.0,1.5,2.5,1.0,8,31,-11.396,-11.3045,3.48
FARTCOIN/USDC:USDC,0,2,25.0,1.5,2.5,1.5,4,31,-17.856,-15.3951,3.19
FARTCOIN/USDC:USDC,0,2,25.0,1.5,2.5,1.5,6,28,-24.145,-24.4804,5.28
FARTCOIN/USDC:USDC,0,2,25.0,1.5,2.5,1.5,8,27,-19.38,-20.0227,4.58
FARTCOIN/USDC:USDC,0,2,25.0,1.5,2.5,2.0,4,32,-9.791,-9.077,2.29
FARTCOIN/USDC:USDC,0,2,25.0,1.5,2.5,2.0,6,28,-3.378,-3.4846,3.01
FARTCOIN/USDC:USDC,0,2,25.0,1.5,2.5,2.0,8,25,-13.059,-12.42,3.62
FARTCOIN/USDC:USDC,0,2,25.0,1.5,3.0,1.0,4,37,-14.916,-13.6453,3.19
FARTCOIN/USDC:USDC,0,2,25.0,1.5,3.0,1.0,6,34,-18.826,-18.3667,3.92
FARTCOIN/USDC:USDC,0,2,25.0,1.5,3.0,1.0,8,32,-11.886,-12.0467,3.43
FARTCOIN/USDC:USDC,0,2,25.0,1.5,3.0,1.5,4,34,-3.923,-3.883,2.87
FARTCOIN/USDC:USDC,0,2,25.0,1.5,3.0,1.5,6,30,-27.307,-27.7673,5.88
FARTCOIN/USDC:USDC,0,2,25.0,1.5,3.0,1.5,8,29,-23.778,-24.508,5.02
FARTCOIN/USDC:USDC,0,2,25.0,1.5,3.0,2.0,4,36,7.984,8.5361,2.25
FARTCOIN/USDC:USDC,0,2,25.0,1.5,3.0,2.0,6,30,-5.292,-5.7174,2.92
FARTCOIN/USDC:USDC,0,2,25.0,1.5,3.0,2.0,8,28,-10.568,-10.9566,3.39
FARTCOIN/USDC:USDC,0,2,28.0,0.8,2.0,1.0,4,24,-11.076,-5.9634,1.58
FARTCOIN/USDC:USDC,0,2,28.0,0.8,2.0,1.0,6,21,-20.89,-11.2985,2.39
FARTCOIN/USDC:USDC,0,2,28.0,0.8,2.0,1.0,8,21,-31.695,-14.9556,3.18
FARTCOIN/USDC:USDC,0,2,28.0,0.8,2.0,1.5,4,24,-8.91,-5.6864,1.74
FARTCOIN/USDC:USDC,0,2,28.0,0.8,2.0,1.5,6,21,-4.604,-3.214,1.99
FARTCOIN/USDC:USDC,0,2,28.0,0.8,2.0,1.5,8,20,-19.218,-11.4833,2.91
FARTCOIN/USDC:USDC,0,2,28.0,0.8,2.0,2.0,4,27,25.657,15.277,1.07
FARTCOIN/USDC:USDC,0,2,28.0,0.8,2.0,2.0,6,20,16.855,9.5517,0.65
FARTCOIN/USDC:USDC,0,2,28.0,0.8,2.0,2.0,8,18,20.988,9.9899,1.02
FARTCOIN/USDC:USDC,0,2,28.0,0.8,2.5,1.0,4,34,-38.447,-25.1446,4.76
FARTCOIN/USDC:USDC,0,2,28.0,0.8,2.5,1.0,6,31,-13.056,-12.0097,3.39
FARTCOIN/USDC:USDC,0,2,28.0,0.8,2.5,1.0,8,28,-20.733,-17.5151,3.89
FARTCOIN/USDC:USDC,0,2,28.0,0.8,2.5,1.5,4,31,-40.214,-32.0851,5.92
FARTCOIN/USDC:USDC,0,2,28.0,0.8,2.5,1.5,6,29,-18.187,-17.9837,4.49
FARTCOIN/USDC:USDC,0,2,28.0,0.8,2.5,1.5,8,26,-30.119,-27.6493,5.88
FARTCOIN/USDC:USDC,0,2,28.0,0.8,2.5,2.0,4,34,-15.428,-12.0009,2.97
FARTCOIN/USDC:USDC,0,2,28.0,0.8,2.5,2.0,6,29,-3.698,-3.3721,2.23
FARTCOIN/USDC:USDC,0,2,28.0,0.8,2.5,2.0,8,23,-23.506,-17.2992,4.71
FARTCOIN/USDC:USDC,0,2,28.0,0.8,3.0,1.0,4,35,-44.367,-30.9791,6.01
FARTCOIN/USDC:USDC,0,2,28.0,0.8,3.0,1.0,6,32,-36.561,-30.2923,6.08
FARTCOIN/USDC:USDC,0,2,28.0,0.8,3.0,1.0,8,30,-24.307,-21.8112,4.69
FARTCOIN/USDC:USDC,0,2,28.0,0.8,3.0,1.5,4,35,-19.099,-19.6358,4.63
FARTCOIN/USDC:USDC,0,2,28.0,0.8,3.0,1.5,6,30,-29.03,-27.6642,6.15
FARTCOIN/USDC:USDC,0,2,28.0,0.8,3.0,1.5,8,28,-24.047,-23.2596,4.93
FARTCOIN/USDC:USDC,0,2,28.0,0.8,3.0,2.0,4,37,-5.009,-5.0177,2.48
FARTCOIN/USDC:USDC,0,2,28.0,0.8,3.0,2.0,6,30,-6.788,-5.9776,2.57
FARTCOIN/USDC:USDC,0,2,28.0,0.8,3.0,2.0,8,25,-23.365,-18.7669,4.33
FARTCOIN/USDC:USDC,0,2,28.0,1.0,2.0,1.0,4,23,-12.886,-6.7489,1.58
FARTCOIN/USDC:USDC,0,2,28.0,1.0,2.0,1.0,6,20,-19.387,-10.4012,2.39
FARTCOIN/USDC:USDC,0,2,28.0,1.0,2.0,1.0,8,20,-32.044,-14.736,3.18
FARTCOIN/USDC:USDC,0,2,28.0,1.0,2.0,1.5,4,23,-10.405,-6.4719,1.74
FARTCOIN/USDC:USDC,0,2,28.0,1.0,2.0,1.5,6,20,-3.371,-2.3167,1.99
FARTCOIN/USDC:USDC,0,2,28.0,1.0,2.0,1.5,8,19,-19.348,-11.2636,2.91
FARTCOIN/USDC:USDC,0,2,28.0,1.0,2.0,2.0,4,26,24.831,14.4915,1.07
FARTCOIN/USDC:USDC,0,2,28.0,1.0,2.0,2.0,6,19,18.772,10.449,0.65
FARTCOIN/USDC:USDC,0,2,28.0,1.0,2.0,2.0,8,17,22.135,10.2095,1.02
FARTCOIN/USDC:USDC,0,2,28.0,1.0,2.5,1.0,4,33,-40.732,-25.9301,4.77
FARTCOIN/USDC:USDC,0,2,28.0,1.0,2.5,1.0,6,30,-12.181,-11.1124,3.38
FARTCOIN/USDC:USDC,0,2,28.0,1.0,2.5,1.0,8,27,-20.857,-17.2955,3.89
FARTCOIN/USDC:USDC,0,2,28.0,1.0,2.5,1.5,4,30,-42.311,-32.8706,5.93
FARTCOIN/USDC:USDC,0,2,28.0,1.0,2.5,1.5,6,28,-17.465,-17.0864,4.49
FARTCOIN/USDC:USDC,0,2,28.0,1.0,2.5,1.5,8,25,-30.512,-27.4296,5.88
FARTCOIN/USDC:USDC,0,2,28.0,1.0,2.5,2.0,4,33,-16.77,-12.7864,2.98
FARTCOIN/USDC:USDC,0,2,28.0,1.0,2.5,2.0,6,28,-2.743,-2.4748,2.23
FARTCOIN/USDC:USDC,0,2,28.0,1.0,2.5,2.0,8,22,-23.747,-17.0795,4.71
FARTCOIN/USDC:USDC,0,2,28.0,1.0,3.0,1.0,4,34,-46.753,-31.7647,6.01
FARTCOIN/USDC:USDC,0,2,28.0,1.0,3.0,1.0,6,31,-35.651,-29.395,6.07
FARTCOIN/USDC:USDC,0,2,28.0,1.0,3.0,1.0,8,29,-24.487,-21.5916,4.69
FARTCOIN/USDC:USDC,0,2,28.0,1.0,3.0,1.5,4,34,-20.233,-20.4213,4.64
FARTCOIN/USDC:USDC,0,2,28.0,1.0,3.0,1.5,6,29,-28.346,-26.7669,6.15
FARTCOIN/USDC:USDC,0,2,28.0,1.0,3.0,1.5,8,27,-24.273,-23.04,4.93
FARTCOIN/USDC:USDC,0,2,28.0,1.0,3.0,2.0,4,36,-5.887,-5.8032,2.48
FARTCOIN/USDC:USDC,0,2,28.0,1.0,3.0,2.0,6,29,-5.82,-5.0803,2.56
FARTCOIN/USDC:USDC,0,2,28.0,1.0,3.0,2.0,8,24,-23.583,-18.5473,4.32
FARTCOIN/USDC:USDC,0,2,28.0,1.2,2.0,1.0,4,23,-12.886,-6.7489,1.58
FARTCOIN/USDC:USDC,0,2,28.0,1.2,2.0,1.0,6,20,-19.387,-10.4012,2.39
FARTCOIN/USDC:USDC,0,2,28.0,1.2,2.0,1.0,8,20,-32.044,-14.736,3.18
FARTCOIN/USDC:USDC,0,2,28.0,1.2,2.0,1.5,4,23,-4.985,-3.0985,1.73
FARTCOIN/USDC:USDC,0,2,28.0,1.2,2.0,1.5,6,20,-3.371,-2.3167,1.99
FARTCOIN/USDC:USDC,0,2,28.0,1.2,2.0,1.5,8,19,-19.348,-11.2636,2.91
FARTCOIN/USDC:USDC,0,2,28.0,1.2,2.0,2.0,4,26,30.49,17.6087,0.65
FARTCOIN/USDC:USDC,0,2,28.0,1.2,2.0,2.0,6,19,18.772,10.449,0.65
FARTCOIN/USDC:USDC,0,2,28.0,1.2,2.0,2.0,8,17,22.135,10.2095,1.02
FARTCOIN/USDC:USDC,0,2,28.0,1.2,2.5,1.0,4,33,-40.732,-25.9301,4.77
FARTCOIN/USDC:USDC,0,2,28.0,1.2,2.5,1.0,6,30,-12.181,-11.1124,3.38
FARTCOIN/USDC:USDC,0,2,28.0,1.2,2.5,1.0,8,27,-20.857,-17.2955,3.89
FARTCOIN/USDC:USDC,0,2,28.0,1.2,2.5,1.5,4,30,-26.664,-21.0185,3.95
FARTCOIN/USDC:USDC,0,2,28.0,1.2,2.5,1.5,6,28,-17.465,-17.0864,4.49
FARTCOIN/USDC:USDC,0,2,28.0,1.2,2.5,1.5,8,25,-30.512,-27.4296,5.88
FARTCOIN/USDC:USDC,0,2,28.0,1.2,2.5,2.0,4,32,-8.543,-6.6959,1.97
FARTCOIN/USDC:USDC,0,2,28.0,1.2,2.5,2.0,6,28,-2.743,-2.4748,2.23
FARTCOIN/USDC:USDC,0,2,28.0,1.2,2.5,2.0,8,22,-23.747,-17.0795,4.71
FARTCOIN/USDC:USDC,0,2,28.0,1.2,3.0,1.0,4,34,-46.753,-31.7647,6.01
FARTCOIN/USDC:USDC,0,2,28.0,1.2,3.0,1.0,6,31,-35.651,-29.395,6.07
FARTCOIN/USDC:USDC,0,2,28.0,1.2,3.0,1.0,8,29,-24.487,-21.5916,4.69
FARTCOIN/USDC:USDC,0,2,28.0,1.2,3.0,1.5,4,33,-18.095,-16.398,4.44
FARTCOIN/USDC:USDC,0,2,28.0,1.2,3.0,1.5,6,29,-28.346,-26.7669,6.15
FARTCOIN/USDC:USDC,0,2,28.0,1.2,3.0,1.5,8,27,-24.273,-23.04,4.93
FARTCOIN/USDC:USDC,0,2,28.0,1.2,3.0,2.0,4,35,-4.57,-4.1679,2.07
FARTCOIN/USDC:USDC,0,2,28.0,1.2,3.0,2.0,6,29,-5.82,-5.0803,2.56
FARTCOIN/USDC:USDC,0,2,28.0,1.2,3.0,2.0,8,24,-23.583,-18.5473,4.32
FARTCOIN/USDC:USDC,0,2,28.0,1.5,2.0,1.0,4,21,-0.623,-0.3212,1.47
FARTCOIN/USDC:USDC,0,2,28.0,1.5,2.0,1.0,6,19,-21.379,-10.8547,2.42
FARTCOIN/USDC:USDC,0,2,28.0,1.5,2.0,1.0,8,19,-24.544,-11.4152,2.91
FARTCOIN/USDC:USDC,0,2,28.0,1.5,2.0,1.5,4,19,3.466,1.7801,1.18
FARTCOIN/USDC:USDC,0,2,28.0,1.5,2.0,1.5,6,18,-3.591,-2.1916,1.39
FARTCOIN/USDC:USDC,0,2,28.0,1.5,2.0,1.5,8,17,-10.27,-5.409,1.86
FARTCOIN/USDC:USDC,0,2,28.0,1.5,2.0,2.0,4,21,29.324,14.8633,0.65
FARTCOIN/USDC:USDC,0,2,28.0,1.5,2.0,2.0,6,17,26.775,14.0643,0.65
FARTCOIN/USDC:USDC,0,2,28.0,1.5,2.0,2.0,8,15,15.291,5.2834,0.66
FARTCOIN/USDC:USDC,0,2,28.0,1.5,2.5,1.0,4,31,-29.907,-19.5023,3.83
FARTCOIN/USDC:USDC,0,2,28.0,1.5,2.5,1.0,6,28,-10.761,-9.2747,2.82
FARTCOIN/USDC:USDC,0,2,28.0,1.5,2.5,1.0,8,26,-16.922,-13.9747,3.93
FARTCOIN/USDC:USDC,0,2,28.0,1.5,2.5,1.5,4,27,-23.767,-16.5396,3.45
FARTCOIN/USDC:USDC,0,2,28.0,1.5,2.5,1.5,6,24,-18.729,-16.1401,3.9
FARTCOIN/USDC:USDC,0,2,28.0,1.5,2.5,1.5,8,23,-25.401,-21.575,4.84
FARTCOIN/USDC:USDC,0,2,28.0,1.5,2.5,2.0,4,28,-11.709,-8.4128,2.18
FARTCOIN/USDC:USDC,0,2,28.0,1.5,2.5,2.0,6,24,-0.074,-0.0612,2.55
FARTCOIN/USDC:USDC,0,2,28.0,1.5,2.5,2.0,8,21,-22.694,-15.7872,4.17
FARTCOIN/USDC:USDC,0,2,28.0,1.5,3.0,1.0,4,32,-36.347,-25.3369,5.13
FARTCOIN/USDC:USDC,0,2,28.0,1.5,3.0,1.0,6,29,-35.49,-27.5573,5.45
FARTCOIN/USDC:USDC,0,2,28.0,1.5,3.0,1.0,8,28,-20.769,-18.2707,4.47
FARTCOIN/USDC:USDC,0,2,28.0,1.5,3.0,1.5,4,29,-15.63,-12.4483,4.2
FARTCOIN/USDC:USDC,0,2,28.0,1.5,3.0,1.5,6,26,-29.768,-25.2269,5.46
FARTCOIN/USDC:USDC,0,2,28.0,1.5,3.0,1.5,8,25,-19.16,-17.1853,3.8
FARTCOIN/USDC:USDC,0,2,28.0,1.5,3.0,2.0,4,30,-7.721,-6.414,2.86
FARTCOIN/USDC:USDC,0,2,28.0,1.5,3.0,2.0,6,26,-2.515,-2.073,2.43
FARTCOIN/USDC:USDC,0,2,28.0,1.5,3.0,2.0,8,23,-22.619,-17.255,3.79
FARTCOIN/USDC:USDC,0,3,22.0,0.8,2.0,1.0,4,36,4.22,4.0465,2.66
FARTCOIN/USDC:USDC,0,3,22.0,0.8,2.0,1.0,6,33,3.832,3.7525,3.48
FARTCOIN/USDC:USDC,0,3,22.0,0.8,2.0,1.0,8,33,1.08,1.0128,3.47
FARTCOIN/USDC:USDC,0,3,22.0,0.8,2.0,1.5,4,32,10.207,9.4897,2.12
FARTCOIN/USDC:USDC,0,3,22.0,0.8,2.0,1.5,6,29,19.117,19.3171,1.64
FARTCOIN/USDC:USDC,0,3,22.0,0.8,2.0,1.5,8,29,17.681,16.9857,1.33
FARTCOIN/USDC:USDC,0,3,22.0,0.8,2.0,2.0,4,33,16.574,16.4987,1.74
FARTCOIN/USDC:USDC,0,3,22.0,0.8,2.0,2.0,6,29,18.537,20.1293,1.55
FARTCOIN/USDC:USDC,0,3,22.0,0.8,2.0,2.0,8,28,24.025,25.504,1.48
FARTCOIN/USDC:USDC,0,3,22.0,0.8,2.5,1.0,4,46,-8.429,-10.8248,5.0
FARTCOIN/USDC:USDC,0,3,22.0,0.8,2.5,1.0,6,40,-14.241,-16.2499,6.51
FARTCOIN/USDC:USDC,0,3,22.0,0.8,2.5,1.0,8,39,-10.116,-12.0415,5.98
FARTCOIN/USDC:USDC,0,3,22.0,0.8,2.5,1.5,4,41,-4.091,-5.0698,4.81
FARTCOIN/USDC:USDC,0,3,22.0,0.8,2.5,1.5,6,35,-1.865,-2.2739,4.21
FARTCOIN/USDC:USDC,0,3,22.0,0.8,2.5,1.5,8,33,2.133,2.5465,3.25
FARTCOIN/USDC:USDC,0,3,22.0,0.8,2.5,2.0,4,42,11.548,13.3761,1.95
FARTCOIN/USDC:USDC,0,3,22.0,0.8,2.5,2.0,6,34,5.692,6.9556,3.25
FARTCOIN/USDC:USDC,0,3,22.0,0.8,2.5,2.0,8,30,9.014,10.494,3.14
FARTCOIN/USDC:USDC,0,3,22.0,0.8,3.0,1.0,4,47,-9.492,-11.8114,4.21
FARTCOIN/USDC:USDC,0,3,22.0,0.8,3.0,1.0,6,42,-17.028,-19.3255,5.26
FARTCOIN/USDC:USDC,0,3,22.0,0.8,3.0,1.0,8,39,-15.433,-17.3869,5.59
FARTCOIN/USDC:USDC,0,3,22.0,0.8,3.0,1.5,4,45,7.355,10.3366,2.5
FARTCOIN/USDC:USDC,0,3,22.0,0.8,3.0,1.5,6,38,3.992,5.1457,2.43
FARTCOIN/USDC:USDC,0,3,22.0,0.8,3.0,1.5,8,35,2.448,3.1028,3.2
FARTCOIN/USDC:USDC,0,3,22.0,0.8,3.0,2.0,4,45,16.617,21.5367,1.64
FARTCOIN/USDC:USDC,0,3,22.0,0.8,3.0,2.0,6,37,14.103,18.6975,2.25
FARTCOIN/USDC:USDC,0,3,22.0,0.8,3.0,2.0,8,32,3.704,4.6669,3.08
FARTCOIN/USDC:USDC,0,3,22.0,1.0,2.0,1.0,4,34,4.115,3.7854,2.8
FARTCOIN/USDC:USDC,0,3,22.0,1.0,2.0,1.0,6,31,-0.315,-0.2915,3.85
FARTCOIN/USDC:USDC,0,3,22.0,1.0,2.0,1.0,8,31,-2.619,-2.3129,3.85
FARTCOIN/USDC:USDC,0,3,22.0,1.0,2.0,1.5,4,30,11.188,9.8897,2.16
FARTCOIN/USDC:USDC,0,3,22.0,1.0,2.0,1.5,6,27,15.885,15.2633,1.65
FARTCOIN/USDC:USDC,0,3,22.0,1.0,2.0,1.5,8,27,14.994,13.6502,1.33
FARTCOIN/USDC:USDC,0,3,22.0,1.0,2.0,2.0,4,31,16.138,15.4567,1.89
FARTCOIN/USDC:USDC,0,3,22.0,1.0,2.0,2.0,6,27,18.941,19.196,1.25
FARTCOIN/USDC:USDC,0,3,22.0,1.0,2.0,2.0,8,26,24.877,24.7223,1.23
FARTCOIN/USDC:USDC,0,3,22.0,1.0,2.5,1.0,4,44,-8.913,-11.0859,4.7
FARTCOIN/USDC:USDC,0,3,22.0,1.0,2.5,1.0,6,38,-18.832,-20.294,7.11
FARTCOIN/USDC:USDC,0,3,22.0,1.0,2.5,1.0,8,37,-13.593,-15.3672,6.35
FARTCOIN/USDC:USDC,0,3,22.0,1.0,2.5,1.5,4,39,-3.911,-4.6697,4.52
FARTCOIN/USDC:USDC,0,3,22.0,1.0,2.5,1.5,6,33,-5.45,-6.3277,4.8
FARTCOIN/USDC:USDC,0,3,22.0,1.0,2.5,1.5,8,31,-0.694,-0.789,3.35
FARTCOIN/USDC:USDC,0,3,22.0,1.0,2.5,2.0,4,40,10.989,12.3341,1.77
FARTCOIN/USDC:USDC,0,3,22.0,1.0,2.5,2.0,6,32,5.238,6.0223,3.14
FARTCOIN/USDC:USDC,0,3,22.0,1.0,2.5,2.0,8,28,9.259,10.1033,2.66
FARTCOIN/USDC:USDC,0,3,22.0,1.0,3.0,1.0,4,45,-10.021,-12.0725,3.87
FARTCOIN/USDC:USDC,0,3,22.0,1.0,3.0,1.0,6,40,-21.843,-23.3696,5.86
FARTCOIN/USDC:USDC,0,3,22.0,1.0,3.0,1.0,8,37,-19.459,-20.7127,5.96
FARTCOIN/USDC:USDC,0,3,22.0,1.0,3.0,1.5,4,43,7.901,10.7366,2.29
FARTCOIN/USDC:USDC,0,3,22.0,1.0,3.0,1.5,6,36,0.885,1.0918,2.85
FARTCOIN/USDC:USDC,0,3,22.0,1.0,3.0,1.5,8,33,-0.192,-0.2326,3.2
FARTCOIN/USDC:USDC,0,3,22.0,1.0,3.0,2.0,4,43,16.273,20.4947,1.65
FARTCOIN/USDC:USDC,0,3,22.0,1.0,3.0,2.0,6,35,14.171,17.7642,1.9
FARTCOIN/USDC:USDC,0,3,22.0,1.0,3.0,2.0,8,30,3.602,4.2762,2.81
FARTCOIN/USDC:USDC,0,3,22.0,1.2,2.0,1.0,4,32,-1.164,-1.0115,3.19
FARTCOIN/USDC:USDC,0,3,22.0,1.2,2.0,1.0,6,29,-5.414,-4.7346,4.18
FARTCOIN/USDC:USDC,0,3,22.0,1.2,2.0,1.0,8,29,-8.906,-7.3556,4.28
FARTCOIN/USDC:USDC,0,3,22.0,1.2,2.0,1.5,4,29,8.645,7.4363,2.16
FARTCOIN/USDC:USDC,0,3,22.0,1.2,2.0,1.5,6,26,13.67,12.8099,1.65
FARTCOIN/USDC:USDC,0,3,22.0,1.2,2.0,1.5,8,26,12.626,11.1968,1.36
FARTCOIN/USDC:USDC,0,3,22.0,1.2,2.0,2.0,4,30,13.907,13.0033,1.89
FARTCOIN/USDC:USDC,0,3,22.0,1.2,2.0,2.0,6,26,16.916,16.7426,1.25
FARTCOIN/USDC:USDC,0,3,22.0,1.2,2.0,2.0,8,25,22.703,22.0992,1.23
FARTCOIN/USDC:USDC,0,3,22.0,1.2,2.5,1.0,4,42,-13.394,-15.8828,5.35
FARTCOIN/USDC:USDC,0,3,22.0,1.2,2.5,1.0,6,36,-24.329,-24.737,7.84
FARTCOIN/USDC:USDC,0,3,22.0,1.2,2.5,1.0,8,35,-19.148,-20.4099,6.97
FARTCOIN/USDC:USDC,0,3,22.0,1.2,2.5,1.5,4,38,-6.109,-7.1231,4.62
FARTCOIN/USDC:USDC,0,3,22.0,1.2,2.5,1.5,6,32,-7.76,-8.7811,5.2
FARTCOIN/USDC:USDC,0,3,22.0,1.2,2.5,1.5,8,30,-2.923,-3.2424,3.7
FARTCOIN/USDC:USDC,0,3,22.0,1.2,2.5,2.0,4,39,8.992,9.8807,1.88
FARTCOIN/USDC:USDC,0,3,22.0,1.2,2.5,2.0,6,31,3.177,3.5689,3.32
FARTCOIN/USDC:USDC,0,3,22.0,1.2,2.5,2.0,8,27,6.609,7.0892,2.75
FARTCOIN/USDC:USDC,0,3,22.0,1.2,3.0,1.0,4,43,-14.718,-16.8694,4.54
FARTCOIN/USDC:USDC,0,3,22.0,1.2,3.0,1.0,6,38,-27.605,-27.8126,6.59
FARTCOIN/USDC:USDC,0,3,22.0,1.2,3.0,1.0,8,35,-25.865,-25.7554,6.6
FARTCOIN/USDC:USDC,0,3,22.0,1.2,3.0,1.5,4,42,6.209,8.2832,2.6
FARTCOIN/USDC:USDC,0,3,22.0,1.2,3.0,1.5,6,35,-1.128,-1.3616,3.25
FARTCOIN/USDC:USDC,0,3,22.0,1.2,3.0,1.5,8,32,-2.27,-2.686,3.43
FARTCOIN/USDC:USDC,0,3,22.0,1.2,3.0,2.0,4,42,14.585,18.0413,1.96
FARTCOIN/USDC:USDC,0,3,22.0,1.2,3.0,2.0,6,34,12.454,15.3108,1.9
FARTCOIN/USDC:USDC,0,3,22.0,1.2,3.0,2.0,8,29,1.082,1.2621,3.24
FARTCOIN/USDC:USDC,0,3,22.0,1.5,2.0,1.0,4,28,12.642,9.7048,2.27
FARTCOIN/USDC:USDC,0,3,22.0,1.5,2.0,1.0,6,27,10.284,8.885,2.11
FARTCOIN/USDC:USDC,0,3,22.0,1.5,2.0,1.0,8,27,1.666,1.3191,2.62
FARTCOIN/USDC:USDC,0,3,22.0,1.5,2.0,1.5,4,25,13.397,10.4527,1.57
FARTCOIN/USDC:USDC,0,3,22.0,1.5,2.0,1.5,6,25,21.306,19.8576,1.64
FARTCOIN/USDC:USDC,0,3,22.0,1.5,2.0,1.5,8,25,18.06,15.5573,1.33
FARTCOIN/USDC:USDC,0,3,22.0,1.5,2.0,2.0,4,26,20.721,17.3347,1.54
FARTCOIN/USDC:USDC,0,3,22.0,1.5,2.0,2.0,6,24,25.184,23.5057,1.24
FARTCOIN/USDC:USDC,0,3,22.0,1.5,2.0,2.0,8,23,23.75,19.9512,1.24
FARTCOIN/USDC:USDC,0,3,22.0,1.5,2.5,1.0,4,37,-5.194,-5.6391,4.31
FARTCOIN/USDC:USDC,0,3,22.0,1.5,2.5,1.0,6,34,-10.698,-11.1174,5.28
FARTCOIN/USDC:USDC,0,3,22.0,1.5,2.5,1.0,8,33,-11.272,-11.7352,5.21
FARTCOIN/USDC:USDC,0,3,22.0,1.5,2.5,1.5,4,33,3.81,3.9884,2.85
FARTCOIN/USDC:USDC,0,3,22.0,1.5,2.5,1.5,6,30,-2.066,-2.3271,3.82
FARTCOIN/USDC:USDC,0,3,22.0,1.5,2.5,1.5,8,29,1.025,1.118,3.26
FARTCOIN/USDC:USDC,0,3,22.0,1.5,2.5,2.0,4,34,13.994,13.8744,1.68
FARTCOIN/USDC:USDC,0,3,22.0,1.5,2.5,2.0,6,28,9.164,9.7383,2.91
FARTCOIN/USDC:USDC,0,3,22.0,1.5,2.5,2.0,8,26,12.092,12.5177,2.76
FARTCOIN/USDC:USDC,0,3,22.0,1.5,3.0,1.0,4,38,-6.316,-6.6257,3.49
FARTCOIN/USDC:USDC,0,3,22.0,1.5,3.0,1.0,6,35,-19.054,-18.5975,4.75
FARTCOIN/USDC:USDC,0,3,22.0,1.5,3.0,1.0,8,33,-17.464,-17.0806,4.84
FARTCOIN/USDC:USDC,0,3,22.0,1.5,3.0,1.5,4,35,9.865,11.0368,2.25
FARTCOIN/USDC:USDC,0,3,22.0,1.5,3.0,1.5,6,33,1.096,1.2817,3.18
FARTCOIN/USDC:USDC,0,3,22.0,1.5,3.0,1.5,8,31,1.438,1.6744,3.21
FARTCOIN/USDC:USDC,0,3,22.0,1.5,3.0,2.0,4,36,19.401,21.5058,1.66
FARTCOIN/USDC:USDC,0,3,22.0,1.5,3.0,2.0,6,31,15.505,17.6694,2.63
FARTCOIN/USDC:USDC,0,3,22.0,1.5,3.0,2.0,8,28,5.907,6.6906,2.7
